TEAM,NAME,EXPERIENCE,URL,POSITION,AGE,HT,WT,COLLEGE,SALARY,PPG_LAST_SEASON,APG_LAST_SEASON,RPG_LAST_SEASON,PER_LAST_SEASON,PPG_CAREER,APG_CAREER,RGP_CAREER,GP,MPG,FGM_FGA,FGP,THM_THA,THP,FTM_FTA,FTP,APG,BLKPG,STLPG,TOPG,PPG
LA Clippers,Milos Teodosic,1,http://www.espn.com/nba/player/_/id/4192,PG,31,195.58,88.69,-,"6,300,000",9.5,4.6,2.8,11.67,9.5,4.6,2.8,45,25.2,3.4-8.0,0.419,2.0-5.2,0.379,0.9-1.0,0.848,4.6,0.1,0.5,2.2,9.5
LA Clippers,Sindarius Thornwell,1,http://www.espn.com/nba/player/_/id/3064539,SG,23,195.58,97.29,South Carolina,"1,378,242",3.9,0.9,1.9,8.22,3.9,0.9,1.9,73,15.8,1.4-3.2,0.429,0.3-0.8,0.377,0.8-1.2,0.67,0.9,0.3,0.7,0.7,3.9
LA Clippers,Tyrone Wallace,1,http://www.espn.com/nba/player/_/id/3002137,SG,24,195.58,89.59,California,"1,349,383",9.7,2.4,3.5,10.18,9.7,2.4,3.5,30,28.4,3.7-8.2,0.445,0.3-1.3,0.25,2.0-2.6,0.782,2.4,0.4,0.9,1.5,9.7
LA Clippers,Lou Williams,13,http://www.espn.com/nba/player/_/id/2799,SG,31,185.42,79.19,-,"8,000,000",22.6,5.3,2.5,20.29,13.7,3.1,2.1,861,24.4,4.4-10.5,0.42,1.3-3.8,0.348,3.6-4.3,0.834,3.1,0.2,0.9,1.6,13.7
Los Angeles Lakers,Lonzo Ball,1,http://www.espn.com/nba/player/_/id/4066421,PG,20,198.12,85.97,UCLA,"7,461,960",10.2,7.2,6.9,12.53,10.2,7.2,6.9,52,34.2,3.9-10.8,0.36,1.7-5.7,0.305,0.6-1.4,0.451,7.2,0.8,1.7,2.6,10.2
Los Angeles Lakers,Michael Beasley,10,http://www.espn.com/nba/player/_/id/3418,SF,29,205.74,106.33,Kansas State,"3,500,000",13.2,1.7,5.6,17.89,12.7,1.3,4.8,583,23.4,5.2-11.1,0.464,0.5-1.4,0.352,1.8-2.4,0.76,1.3,0.5,0.6,1.7,12.7
Los Angeles Lakers,Joel Berry II,0,http://www.espn.com/nba/player/_/id/3138155,PG,23,182.88,88.24,North Carolina,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles Lakers,Isaac Bonga,0,http://www.espn.com/nba/player/_/id/4348697,PG,18,203.2,81.45,-,"1,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles Lakers,Kentavious Caldwell-Pope,5,http://www.espn.com/nba/player/_/id/2581018,SG,25,195.58,92.76,Georgia,"12,000,000",13.4,2.2,5.2,13.22,12,1.7,3.4,388,30.8,4.3-10.6,0.409,1.6-4.8,0.345,1.7-2.1,0.786,1.7,0.2,1.2,1.1,12
Los Angeles Lakers,Jeffrey Carroll,0,http://www.espn.com/nba/player/_/id/3059329,SG,23,198.12,95.02,Oklahoma State,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles Lakers,Alex Caruso,1,http://www.espn.com/nba/player/_/id/2991350,SG,24,195.58,84.16,Texas A&M,Not signed,3.6,2,1.8,8.72,3.6,2,1.8,37,15.2,1.4-3.1,0.431,0.4-1.2,0.302,0.6-0.8,0.7,2,0.3,0.6,1.1,3.6
Los Angeles Lakers,Josh Hart,1,http://www.espn.com/nba/player/_/id/3062679,SG,23,195.58,97.29,Villanova,"1,655,160",7.9,1.3,4.2,12.25,7.9,1.3,4.2,63,23.2,2.8-6.0,0.469,1.2-3.1,0.396,1.0-1.5,0.702,1.3,0.3,0.7,0.7,7.9
Los Angeles Lakers,Brandon Ingram,2,http://www.espn.com/nba/player/_/id/3913176,SF,21,205.74,85.97,Duke,"5,757,120",16.1,3.9,5.3,13.9,12.2,2.9,4.6,138,30.8,4.6-10.5,0.438,0.7-2.1,0.329,2.4-3.6,0.655,2.9,0.6,0.7,1.9,12.2
Los Angeles Lakers,LeBron James,15,http://www.espn.com/nba/player/_/id/1966,SF,33,203.2,113.12,-,"35,654,150",27.5,9.1,8.6,28.65,27.2,7.2,7.4,1143,38.8,9.9-19.6,0.504,1.4-4.1,0.344,6.0-8.1,0.739,7.2,0.8,1.6,3.5,27.2
Los Angeles Lakers,Kyle Kuzma,1,http://www.espn.com/nba/player/_/id/3134907,PF,23,205.74,99.55,Utah,"1,689,840",16.1,6.3,0.4,14.22,16.1,6.3,0.4,77,31.2,6.1-13.5,0.45,2.1-5.6,0.366,1.9-2.7,0.707,1.8,0.4,0.6,1.8,16.1
Los Angeles Lakers,JaVale McGee,10,http://www.espn.com/nba/player/_/id/3452,C,30,213.36,122.17,Nevada,"1,512,601",4.8,2.6,0.9,22.39,7.5,4.8,1.5,558,16.7,3.2-5.7,0.559,0.0-0.0,0.067,1.1-2.0,0.582,0.3,1.5,0.4,0.9,7.5
Los Angeles Lakers,Sviatoslav Mykhailiuk,0,http://www.espn.com/nba/player/_/id/3133602,SF,21,203.2,92.76,Kansas,"1,487,694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles Lakers,Rajon Rondo,12,http://www.espn.com/nba/player/_/id/3026,PG,32,185.42,84.16,Kentucky,"9,000,000",8.3,8.2,4,15.28,10.5,8.5,4.8,779,31.8,4.4-9.5,0.463,0.4-1.2,0.309,1.3-2.2,0.604,8.5,0.1,1.7,2.9,10.5
Los Angeles Lakers,Lance Stephenson,8,http://www.espn.com/nba/player/_/id/4244,SG,28,198.12,104.07,Cincinnati,"4,449,000",9.2,2.9,5.2,12.47,8.8,3,4.3,440,24.4,3.5-7.9,0.446,0.6-2.1,0.303,1.1-1.6,0.685,3,0.1,0.7,1.7,8.8
Los Angeles Lakers,Moritz Wagner,0,http://www.espn.com/nba/player/_/id/3917314,C,21,210.82,110.86,Michigan,"1,762,080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles Lakers,Travis Wear,2,http://www.espn.com/nba/player/_/id/2488674,SF,28,205.74,99.1,UCLA,Not signed,4.4,0.4,2.2,6.9,4,0.7,2.1,68,13.2,1.6-4.1,0.388,0.4-1.1,0.364,0.4-0.5,0.824,0.7,0.2,0.3,0.6,4
Los Angeles Lakers,Ivica Zubac,2,http://www.espn.com/nba/player/_/id/4017837,C,21,215.9,108.6,-,"1,544,951",3.7,2.9,0.3,15.38,5.5,3.5,0.6,81,12.6,2.3-4.4,0.519,0.0-0.0,0,0.9-1.2,0.71,0.7,0.6,0.3,0.7,5.5
Phoenix Suns,Ryan Anderson,10,http://www.espn.com/nba/player/_/id/3412,PF,30,208.28,108.6,California,"20,421,546",9.3,5,0.3,12.6,12.8,5.4,0.3,622,26.4,4.4-10.4,0.423,2.1-5.5,0.382,1.9-2.2,0.855,0.9,0.3,0.5,1,12.8
Phoenix Suns,Trevor Ariza,14,http://www.espn.com/nba/player/_/id/2426,SF,33,203.2,97.29,UCLA,"15,000,000",11.7,1.6,4.4,11.8,10.5,2.1,4.8,942,29.5,3.8-8.9,0.424,1.4-4.0,0.353,1.6-2.2,0.723,2.1,0.3,1.5,1.4,10.5
Phoenix Suns,Darrell Arthur,9,http://www.espn.com/nba/player/_/id/3413,PF,30,205.74,106.33,Kansas,"7,464,912",2.8,0.8,0.2,8.46,6.5,3.5,0.6,503,17.8,2.7-6.2,0.444,0.3-0.9,0.352,0.7-0.9,0.765,0.8,0.6,0.6,0.8,6.5
Phoenix Suns,Deandre Ayton,0,http://www.espn.com/nba/player/_/id/4278129,C,20,215.9,113.12,Arizona,"8,165,160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoenix Suns,Dragan Bender,2,http://www.espn.com/nba/player/_/id/4011991,PF,20,215.9,101.81,-,"4,661,280",6.5,4.4,0.6,7.11,5.4,3.7,0.6,125,21.2,2.0-5.2,0.378,1.2-3.4,0.345,0.3-0.5,0.694,1.2,0.6,0.3,1.2,5.4
Phoenix Suns,Devin Booker,3,http://www.espn.com/nba/player/_/id/3136193,SG,21,198.12,95.02,Kentucky,"3,314,365",24.9,4.7,4.5,18.12,19.8,3.5,3.3,208,32.2,6.9-16.1,0.426,1.9-5.2,0.365,4.2-4.9,0.849,3.5,0.3,0.8,2.9,19.8
Phoenix Suns,Mikal Bridges,0,http://www.espn.com/nba/player/_/id/3147657,SF,22,200.66,95.02,Villanova,"3,552,960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoenix Suns,Isaiah Canaan,5,http://www.espn.com/nba/player/_/id/2490589,PG,27,182.88,90.5,Murray State,"1,512,601",8.6,3.8,2.3,13.52,8.4,1.8,1.9,205,20.3,2.7-7.3,0.369,1.6-4.6,0.351,1.4-1.7,0.839,1.8,0.1,0.6,1.1,8.4
Phoenix Suns,Tyson Chandler,17,http://www.espn.com/nba/player/_/id/984,C,36,215.9,108.6,-,"13,585,000",6.5,9.1,0.6,14.26,8.6,9.4,1.2,1079,28.3,3.2-5.4,0.596,0.0-0.0,0,2.2-3.3,0.646,0.9,1.2,0.6,1.5,8.6
Phoenix Suns,Troy Daniels,5,http://www.espn.com/nba/player/_/id/2489530,SG,27,193.04,92.76,Virginia Commonwealth,"3,258,539",8.9,0.6,1.6,9.86,7.1,0.6,1.3,241,15.6,2.4-6.0,0.401,1.8-4.5,0.404,0.5-0.6,0.821,0.6,0.1,0.3,0.6,7.1
Phoenix Suns,Shaquille Harrison,1,http://www.espn.com/nba/player/_/id/2991274,PG,25,193.04,85.97,Tulsa,"1,378,242",6.6,2.4,2.7,15.67,6.6,2.4,2.7,23,16.7,2.6-5.4,0.476,0.3-1.1,0.231,1.2-1.7,0.737,2.4,0.3,1.1,1,6.6
Phoenix Suns,Richaun Holmes,3,http://www.espn.com/nba/player/_/id/2993370,PF,24,208.28,106.33,Bowling Green,"1,600,520",6.5,4.4,0.6,17.47,7.4,4.2,0.8,156,16.9,3.1-5.6,0.547,0.3-1.0,0.257,1.0-1.5,0.687,1,0.8,0.5,0.7,7.4
Phoenix Suns,Josh Jackson,1,http://www.espn.com/nba/player/_/id/4066297,SF,21,203.2,90.5,Kansas,"6,041,520",13.1,1.5,4.6,11.91,13.1,1.5,4.6,77,25.4,5.1-12.1,0.417,0.7-2.8,0.263,2.3-3.6,0.634,1.5,0.5,1,1.9,13.1
Phoenix Suns,George King,0,http://www.espn.com/nba/player/_/id/3064320,SF,24,198.12,99.55,Colorado,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoenix Suns,De'Anthony Melton,0,http://www.espn.com/nba/player/_/id/4066436,PG,20,193.04,90.5,USC,"949,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoenix Suns,Elie Okobo,0,http://www.espn.com/nba/player/_/id/4230550,PG,20,187.96,81.45,-,"1,238,464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoenix Suns,Davon Reed,1,http://www.espn.com/nba/player/_/id/3059262,SG,23,198.12,95.02,Miami (FL),"1,378,242",3,0.6,1.9,4.78,3,0.6,1.9,21,11.5,1.0-3.6,0.289,0.5-1.8,0.289,0.4-0.6,0.667,0.6,0.1,0.5,0.5,3
Phoenix Suns,TJ Warren,4,http://www.espn.com/nba/player/_/id/2982334,SF,25,203.2,97.29,North Carolina State,"11,750,000",19.6,1.3,5.1,17.71,13.7,1.1,4.1,218,26.9,5.8-11.6,0.5,0.4-1.3,0.283,1.7-2.3,0.754,1.1,0.5,0.9,0.9,13.7
Sacramento Kings,Brandon Austin,0,http://www.espn.com/nba/player/_/id/3059363,G,24,198.12,83.71,-,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacramento Kings,Marvin Bagley III,0,http://www.espn.com/nba/player/_/id/4277848,PF,19,210.82,105.88,Duke,"7,305,600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacramento Kings,Nemanja Bjelica,3,http://www.espn.com/nba/player/_/id/4269,PF,30,208.28,105.88,-,"6,500,000",6.8,4.1,0.2,12.62,6.1,3.8,0.3,192,18.9,2.3-5.0,0.449,0.9-2.5,0.371,0.6-0.8,0.752,1.3,0.3,0.6,0.8,6.1
Sacramento Kings,Bogdan Bogdanovic,1,http://www.espn.com/nba/player/_/id/3037789,SG,26,198.12,92.76,-,"9,000,000",11.8,3.3,2.9,13.51,11.8,3.3,2.9,78,27.9,4.4-9.9,0.446,1.7-4.2,0.392,1.3-1.5,0.84,3.3,0.2,0.9,1.6,11.8
Sacramento Kings,Willie Cauley-Stein,3,http://www.espn.com/nba/player/_/id/2991282,C,25,213.36,108.6,Kentucky,"4,696,875",12.8,7,0.9,17.61,9.4,5.6,0.8,214,22.8,3.9-7.4,0.524,0.0-0.1,0.188,1.6-2.4,0.641,1.4,0.8,0.8,1,9.4
Sacramento Kings,Yogi Ferrell,2,http://www.espn.com/nba/player/_/id/2991018,PG,25,182.88,81.45,Indiana,"3,000,000",10.2,2.5,3,11.48,10.2,2.9,2.8,128,27.2,3.7-8.8,0.419,1.6-4.2,0.378,1.2-1.5,0.813,2.9,0.1,0.8,1.2,10.2
Sacramento Kings,De'Aaron Fox,1,http://www.espn.com/nba/player/_/id/4066259,PG,20,190.5,79.19,Kentucky,"5,470,920",11.6,4.4,2.8,11.28,11.6,4.4,2.8,73,27.8,4.5-10.9,0.412,0.6-2.1,0.307,1.9-2.7,0.723,4.4,0.3,1,2.4,11.6
Sacramento Kings,Wenyen Gabriel,0,http://www.espn.com/nba/player/_/id/4066264,F,21,205.74,92.76,Kentucky,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacramento Kings,Harry Giles,0,http://www.espn.com/nba/player/_/id/4065649,PF,20,208.28,108.6,Duke,"2,207,040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacramento Kings,Buddy Hield,2,http://www.espn.com/nba/player/_/id/2990984,SG,24,193.04,96.83,Oklahoma,"3,844,760",13.5,1.9,3.8,16.13,12,1.7,3.6,162,24.1,4.6-10.5,0.437,2.0-4.9,0.412,0.8-1.0,0.86,1.7,0.2,0.8,1.4,12
Sacramento Kings,Justin Jackson,1,http://www.espn.com/nba/player/_/id/3138156,SF,23,203.2,95.02,North Carolina,"2,807,880",6.7,1.1,2.8,9.25,6.7,1.1,2.8,68,22.1,2.7-6.2,0.442,0.8-2.7,0.308,0.4-0.5,0.722,1.1,0.2,0.4,0.6,6.7
Sacramento Kings,Kosta Koufos,10,http://www.espn.com/nba/player/_/id/3444,C,29,213.36,110.86,Ohio State,"8,739,500",6.7,6.6,0.5,17.56,5.8,5.1,0.8,644,16.7,2.6-4.9,0.537,0.0-0.0,0,0.6-1.1,0.587,0.5,0.8,0.4,0.7,5.8
Sacramento Kings,Skal Labissiere,2,http://www.espn.com/nba/player/_/id/3936296,PF,22,210.82,106.33,Kentucky,"1,544,951",8.7,4.8,0.8,14.33,8.7,4.8,0.7,93,19.9,3.5-7.3,0.476,0.2-0.6,0.356,1.6-2.1,0.766,1.1,0.7,0.4,1.2,8.7
Sacramento Kings,Frank Mason III,1,http://www.espn.com/nba/player/_/id/3059315,PG,24,180.34,85.97,Kansas,"1,378,242",7.9,2.8,2.5,13.02,7.9,2.8,2.5,52,18.9,2.8-7.3,0.379,0.6-1.7,0.36,1.8-2.2,0.817,2.8,0.2,0.7,1.3,7.9
Sacramento Kings,Ben McLemore,5,http://www.espn.com/nba/player/_/id/2578213,SG,25,195.58,90.95,Kansas,"5,460,000",7.5,0.9,2.5,9.73,9.1,1.2,2.6,349,24.5,3.3-7.9,0.417,1.2-3.4,0.351,1.3-1.6,0.785,1.2,0.2,0.7,1.3,9.1
Sacramento Kings,Zach Randolph,17,http://www.espn.com/nba/player/_/id/1017,PF,37,205.74,113.12,Michigan State,"11,692,308",14.5,6.7,0.2,17.41,16.6,9.1,0.3,1116,31,6.7-14.1,0.471,0.2-0.7,0.273,3.1-4.1,0.764,1.8,0.3,0.7,2.1,16.6
Sacramento Kings,Iman Shumpert,7,http://www.espn.com/nba/player/_/id/6468,SG,28,195.58,97.29,Georgia Tech,"11,011,234",4.4,1.2,2.9,6.42,7.3,1.9,3.4,384,25.4,2.7-6.8,0.396,1.0-3.0,0.338,0.9-1.2,0.763,1.9,0.2,1.2,1.2,7.3
Chicago Bulls,Rawle Alkins,0,http://www.espn.com/nba/player/_/id/4066334,SG,20,195.58,101.81,Arizona,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago Bulls,Ryan Arcidiacono,1,http://www.espn.com/nba/player/_/id/2991047,PG,24,190.5,90.5,Villanova,"1,349,383",2,1.5,1,7.3,2,1.5,1,24,12.7,0.7-1.7,0.415,0.4-1.3,0.29,0.2-0.3,0.833,1.5,0,0.5,0.5,2
Chicago Bulls,Omer Asik,8,http://www.espn.com/nba/player/_/id/3414,C,32,213.36,115.38,-,"11,286,516",1.2,2.6,0.2,3.07,5.3,7.1,0.7,471,19.6,2.0-3.8,0.528,0.0-0.0,0,1.2-2.3,0.551,0.6,0.7,0.4,1.2,5.3
Chicago Bulls,Antonio Blakeney,1,http://www.espn.com/nba/player/_/id/3907386,SG,22,193.04,86.88,LSU,"1,349,383",7.9,1.1,1.7,10.18,7.9,1.1,1.7,19,16.5,2.8-7.5,0.371,0.8-2.7,0.288,1.6-2.1,0.769,1.1,0.1,0.4,0.6,7.9
Chicago Bulls,Wendell Carter Jr.,0,http://www.espn.com/nba/player/_/id/4277847,PF,19,208.28,115.38,Duke,"4,441,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago Bulls,Kris Dunn,2,http://www.espn.com/nba/player/_/id/2991139,PG,24,193.04,92.76,Providence,"4,221,000",13.4,6,4.3,14.58,7.6,3.8,3,130,22,3.1-7.5,0.413,0.5-1.6,0.309,0.9-1.3,0.694,3.8,0.5,1.4,1.8,7.6
Chicago Bulls,Cristiano Felicio,3,http://www.espn.com/nba/player/_/id/3113587,PF,26,208.28,119.91,-,"8,740,980",5.6,4.2,0.2,12.53,4.8,4.3,0.3,152,15.4,1.9-3.3,0.581,0.0-0.0,0,0.9-1.4,0.665,0.8,0.3,0.3,0.7,4.8
Chicago Bulls,Justin Holiday,5,http://www.espn.com/nba/player/_/id/2284101,SG,29,198.12,81.9,Washington,"4,384,616",12.2,2.1,4,10.81,7.4,1.4,2.5,275,19.9,2.6-6.7,0.392,1.2-3.5,0.35,1.0-1.2,0.811,1.4,0.4,0.8,0.9,7.4
Chicago Bulls,Chandler Hutchison,0,http://www.espn.com/nba/player/_/id/3149010,SF,22,200.66,89.14,Boise State,"1,990,520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago Bulls,Zach LaVine,4,http://www.espn.com/nba/player/_/id/3064440,PG,23,195.58,90.5,UCLA,"19,500,000",16.7,3,3.9,14.65,14,3.2,3,230,28.7,5.1-11.7,0.437,1.5-4.0,0.373,2.2-2.7,0.82,3.2,0.2,0.8,2.1,14
Chicago Bulls,Robin Lopez,10,http://www.espn.com/nba/player/_/id/3447,C,30,213.36,124.43,Stanford,"14,357,750",11.8,4.5,0.8,14.77,9,5.4,1.2,692,23.2,3.8-7.1,0.527,0.0-0.0,0.2,1.5-2.0,0.76,0.8,1.2,0.3,1.1,9
Chicago Bulls,Lauri Markkanen,1,http://www.espn.com/nba/player/_/id/4066336,PF,21,213.36,108.6,Arizona,"4,536,120",15.2,7.5,0.6,15.68,15.2,7.5,0.6,68,29.7,5.5-12.7,0.434,2.1-5.9,0.362,2.1-2.4,0.843,1.2,0.6,0.6,1.2,15.2
Chicago Bulls,Jabari Parker,4,http://www.espn.com/nba/player/_/id/3056600,PF,23,203.2,110.86,Duke,"20,000,000",12.6,4.9,0.3,17.19,15.3,5.5,0.4,183,30.7,6.2-12.6,0.49,0.6-1.7,0.352,2.3-3.1,0.747,2,0.4,1,1.6,15.3
Chicago Bulls,Cameron Payne,3,http://www.espn.com/nba/player/_/id/3064230,PG,24,190.5,85.97,Murray State,"3,263,294",8.8,4.5,2.8,14.04,5.9,2.4,1.8,113,15.4,2.3-6.1,0.386,0.9-2.5,0.34,0.3-0.4,0.75,2.4,0.2,0.7,1,5.9
Chicago Bulls,Bobby Portis,3,http://www.espn.com/nba/player/_/id/3064482,PF,23,210.82,113.12,Arkansas,"2,494,346",13.2,6.8,0.3,19.78,9.2,5.7,0.3,199,18.8,3.8-8.2,0.463,0.6-1.9,0.345,1.0-1.4,0.737,1.1,0.3,0.5,1,9.2
Chicago Bulls,Denzel Valentine,2,http://www.espn.com/nba/player/_/id/2999549,SG,24,198.12,95.02,Michigan State,"2,280,600",10.2,3.2,5.1,12.12,8,2.3,4.1,134,22.9,3.0-7.5,0.399,1.6-4.3,0.374,0.4-0.5,0.754,2.3,0.1,0.7,1.1,8
Cleveland Cavaliers,Jordan Clarkson,4,http://www.espn.com/nba/player/_/id/2528426,PG,26,195.58,87.78,Missouri,"12,500,000",13.9,2.7,2.7,16.5,14.1,2.8,3.2,301,27.6,5.5-12.4,0.443,1.3-3.7,0.339,1.9-2.4,0.807,2.8,0.1,1,1.7,14.1
Cleveland Cavaliers,Sam Dekker,3,http://www.espn.com/nba/player/_/id/2991184,SF,24,205.74,104.07,Wisconsin,"2,760,095",4.2,0.5,2.4,11.56,5.3,0.7,3,153,15.1,2.2-4.5,0.481,0.5-1.6,0.283,0.5-0.8,0.605,0.7,0.2,0.4,0.5,5.3
Cleveland Cavaliers,Channing Frye,12,http://www.espn.com/nba/player/_/id/2754,F,35,213.36,115.38,Arizona,"1,512,601",5,0.7,2.5,13.16,9,1,4.6,854,22.8,3.4-7.7,0.442,1.2-3.1,0.387,1.0-1.2,0.823,1,0.6,0.5,0.9,9
Cleveland Cavaliers,George Hill,10,http://www.espn.com/nba/player/_/id/3438,PG,32,190.5,85.07,IUPUI,"19,000,000",10,2.8,2.7,13.35,11.6,3.3,3.2,666,28.8,4.1-9.0,0.453,1.2-3.3,0.383,2.1-2.7,0.8,3.3,0.3,0.9,1.3,11.6
Cleveland Cavaliers,John Holland,1,http://www.espn.com/nba/player/_/id/2282117,SG,29,195.58,92.76,Boston University,Not signed,2.3,0.2,1,5.93,2.3,0.2,1,24,7.3,0.7-2.5,0.288,0.5-1.5,0.306,0.4-0.5,0.692,0.2,0.1,0.3,0.3,2.3
Cleveland Cavaliers,Rodney Hood,4,http://www.espn.com/nba/player/_/id/2581177,SG,25,203.2,93.21,Duke,"3,472,887",14.7,1.6,2.8,14.38,13,2,3,248,27.5,4.7-11.1,0.419,1.9-5.1,0.369,1.8-2.1,0.828,2,0.2,0.8,1.2,13
Cleveland Cavaliers,Kyle Korver,15,http://www.espn.com/nba/player/_/id/2011,SG,37,200.66,95.93,Creighton,"7,560,000",9.2,1.2,2.3,13.41,9.9,1.8,3,1104,26.2,3.4-7.7,0.444,2.0-4.6,0.431,1.1-1.2,0.881,1.8,0.3,0.7,1.1,9.9
Cleveland Cavaliers,Kevin Love,10,http://www.espn.com/nba/player/_/id/3449,PF,30,208.28,113.57,UCLA,"24,119,025",17.6,9.3,0.4,22.44,18.3,11.3,0.5,635,32.2,6.1-13.6,0.444,1.6-4.4,0.37,4.6-5.6,0.824,2.3,0.5,0.7,1.9,18.3
Cleveland Cavaliers,Larry Nance Jr.,3,http://www.espn.com/nba/player/_/id/2580365,PF,25,205.74,104.07,Wyoming,"2,272,391",8.7,6.8,0.6,20.18,7.1,5.9,0.5,192,21.5,3.1-5.6,0.547,0.1-0.3,0.224,0.9-1.4,0.689,1.2,0.5,1.2,0.8,7.1
Cleveland Cavaliers,David Nwaba,2,http://www.espn.com/nba/player/_/id/3062744,SG,25,193.04,99.1,Cal Poly,"1,512,601",7.9,1.5,4.7,12.26,7.5,1.3,4.3,90,22.7,2.8-5.6,0.494,0.2-0.6,0.333,1.8-2.7,0.653,1.3,0.4,0.8,1,7.5
Cleveland Cavaliers,Cedi Osman,1,http://www.espn.com/nba/player/_/id/3893016,SF,23,203.2,97.29,-,"2,775,000",3.9,0.7,2,11.06,3.9,0.7,2,61,11,1.5-3.0,0.484,0.5-1.4,0.368,0.4-0.8,0.565,0.7,0,0.4,0.5,3.9
Cleveland Cavaliers,Billy Preston,0,http://www.espn.com/nba/player/_/id/4277894,SF,20,208.28,108.6,Kansas,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland Cavaliers,Collin Sexton,0,http://www.espn.com/nba/player/_/id/4277811,PG,19,187.96,85.97,Alabama,"4,068,600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland Cavaliers,JR Smith,14,http://www.espn.com/nba/player/_/id/2444,SG,33,198.12,101.81,-,"14,720,000",8.3,1.8,2.9,8.48,12.6,2.1,3.2,960,27.1,4.5-10.8,0.419,2.0-5.3,0.374,1.5-2.1,0.732,2.1,0.2,1,1.4,12.6
Cleveland Cavaliers,Tristan Thompson,7,http://www.espn.com/nba/player/_/id/6474,PF,27,208.28,107.69,Texas,"17,469,565",5.8,6.6,0.3,13.66,9,8.4,0.7,519,27.8,3.6-6.9,0.518,0.0-0.0,0,1.9-3.1,0.608,0.8,0.7,0.5,1.1,9
Cleveland Cavaliers,Ante Zizic,1,http://www.espn.com/nba/player/_/id/4017838,C,21,210.82,114.93,-,"1,952,760",3.7,1.9,0.4,24.23,3.7,1.9,0.4,32,6.7,1.5-2.1,0.731,0.0-0.0,0,0.7-0.9,0.724,0.2,0.4,0.1,0.3,3.7
Detroit Pistons,Bruce Brown,0,http://www.espn.com/nba/player/_/id/4065670,SG,22,195.58,91.4,Miami (FL),"838,464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detroit Pistons,Reggie Bullock,5,http://www.espn.com/nba/player/_/id/2528779,F,27,200.66,92.76,North Carolina,"2,500,000",11.3,1.5,2.5,13.66,5.5,0.8,1.9,209,16.1,2.1-4.6,0.448,1.0-2.5,0.403,0.3-0.4,0.798,0.8,0.1,0.4,0.4,5.5
Detroit Pistons,Jose Calderon,13,http://www.espn.com/nba/player/_/id/2806,PG,37,190.5,90.5,-,"1,512,601",4.5,2.1,1.5,11.27,9.2,5.9,2.5,846,27.2,3.5-7.5,0.474,1.1-2.6,0.411,1.1-1.2,0.873,5.9,0.1,0.8,1.5,9.2
Detroit Pistons,Andre Drummond,6,http://www.espn.com/nba/player/_/id/6585,C,25,210.82,126.24,Connecticut,"25,434,263",15,16,1.6,22.94,13.6,13.4,1.5,463,30.4,5.8-10.6,0.545,0.0-0.1,0.167,2.0-4.7,0.421,1.1,1.5,1.3,1.7,13.6
Detroit Pistons,Henry Ellenson,2,http://www.espn.com/nba/player/_/id/3906522,PF,21,210.82,110.86,Marquette,"1,857,480",4,2.1,0,10.58,3.7,2.1,0,57,8.3,1.3-3.7,0.362,0.5-1.6,0.319,0.5-0.6,0.784,0.5,0,0.1,0.6,3.7
Detroit Pistons,Keenan Evans,0,http://www.espn.com/nba/player/_/id/3133629,PG,22,190.5,85.97,Texas Tech,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
