TEAM,NAME,EXPERIENCE,URL,POSITION,AGE,HT,WT,COLLEGE,SALARY,PPG_LAST_SEASON,APG_LAST_SEASON,RPG_LAST_SEASON,PER_LAST_SEASON,PPG_CAREER,APG_CAREER,RGP_CAREER,GP,MPG,FGM_FGA,FGP,THM_THA,THP,FTM_FTA,FTP,APG,BLKPG,STLPG,TOPG,PPG
Detroit Pistons,Langston Galloway,4,http://www.espn.com/nba/player/_/id/2530572,SG,26,187.96,90.5,Saint Joseph's,"7,000,000",6.2,1,1.6,12.27,8.1,2,2.8,259,22.6,3.0-7.7,0.387,1.3-3.6,0.361,0.9-1.1,0.785,2,0.2,0.8,0.7,8.1
Detroit Pistons,Blake Griffin,8,http://www.espn.com/nba/player/_/id/3989,PF,29,208.28,113.12,Oklahoma,"32,088,932",21.4,7.4,0.3,19.65,21.5,9.2,0.5,529,35,8.2-16.1,0.508,0.4-1.1,0.324,4.7-6.9,0.683,4.3,0.5,0.9,2.5,21.5
Detroit Pistons,Reggie Hearn,1,http://www.espn.com/nba/player/_/id/2488938,SG,27,195.58,95.02,Northwestern,Not signed,1,0,0,13.12,1,0,0,3,2.3,0.3-0.7,0.5,0.3-0.7,0.5,0.0-0.0,0,0,0,0,0,1
Detroit Pistons,Reggie Jackson,7,http://www.espn.com/nba/player/_/id/6443,PG,28,190.5,94.12,Boston College,"17,043,478",14.6,5.3,2.8,15.96,12.4,4.4,3,448,24.8,4.7-10.9,0.43,1.0-3.0,0.32,2.1-2.4,0.857,4.4,0.1,0.7,2,12.4
Detroit Pistons,Stanley Johnson,3,http://www.espn.com/nba/player/_/id/3134881,SF,22,200.66,110.86,Arizona,"3,940,402",8.7,1.6,3.7,9.08,7,1.5,3.4,219,22.6,2.6-7.0,0.37,0.8-2.7,0.295,1.0-1.4,0.76,1.5,0.2,0.9,1.2,7
Detroit Pistons,Luke Kennard,1,http://www.espn.com/nba/player/_/id/3913174,SG,22,195.58,93.21,Duke,"3,275,280",7.6,1.7,2.4,12.19,7.6,1.7,2.4,73,20,2.8-6.4,0.443,1.1-2.7,0.415,0.9-1.0,0.855,1.7,0.2,0.6,0.9,7.6
Detroit Pistons,Jon Leuer,7,http://www.espn.com/nba/player/_/id/6452,PF,29,208.28,103.17,Wisconsin,"10,002,681",5.4,4,0.4,8.98,6.7,4,0.3,336,16.5,2.7-5.7,0.478,0.4-1.1,0.335,0.9-1.1,0.769,0.9,0.3,0.4,0.7,6.7
Detroit Pistons,Zach Lofton,0,http://www.espn.com/nba/player/_/id/3059430,G,25,193.04,81.45,New Mexico State,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detroit Pistons,Chris McCullough,3,http://www.espn.com/nba/player/_/id/3153165,PF,23,210.82,90.5,Syracuse,Not signed,2.4,1.3,0.3,15.87,3.3,1.9,0.3,59,9,1.3-3.1,0.426,0.3-0.8,0.306,0.4-0.7,0.548,0.3,0.3,0.5,0.3,3.3
Detroit Pistons,Zaza Pachulia,15,http://www.espn.com/nba/player/_/id/2016,C,34,210.82,122.17,-,"1,512,601",5.4,4.7,0.2,17,6.9,5.9,0.3,1030,20.7,2.4-5.2,0.47,0.0-0.0,0,2.0-2.7,0.75,1.3,0.3,0.7,1.3,6.9
Detroit Pistons,Glenn Robinson III,4,http://www.espn.com/nba/player/_/id/2991039,SG,24,198.12,100.45,Michigan,"4,075,000",4.1,0.7,1.6,10.81,4.4,0.6,2.3,172,14.7,1.7-3.7,0.445,0.5-1.3,0.381,0.6-0.9,0.707,0.6,0.2,0.4,0.4,4.4
Detroit Pistons,Ish Smith,8,http://www.espn.com/nba/player/_/id/4305,PG,30,182.88,79.19,Wake Forest,"6,000,000",10.9,4.4,2.7,15.5,7.2,3.8,2.3,486,19.1,3.1-7.2,0.428,0.3-1.0,0.301,0.7-1.1,0.669,3.8,0.2,0.7,1.3,7.2
Detroit Pistons,Khyri Thomas,0,http://www.espn.com/nba/player/_/id/3912334,SG,22,190.5,95.02,Creighton,"838,464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana Pacers,Ike Anigbogu,1,http://www.espn.com/nba/player/_/id/4066424,C,19,208.28,113.12,UCLA,"1,378,242",1.2,0.8,0.3,21.58,1.2,0.8,0.3,11,2.7,0.4-0.8,0.444,0.0-0.0,0,0.5-0.5,0.833,0,0.3,0.1,0.2,1.2
Indiana Pacers,Bojan Bogdanovic,4,http://www.espn.com/nba/player/_/id/3593,SF,29,203.2,97.74,-,"10,500,000",14.3,1.5,3.4,13.98,12.1,1.2,3.2,318,26.8,4.3-9.5,0.452,1.6-4.3,0.378,1.9-2.2,0.863,1.2,0.1,0.5,1.4,12.1
Indiana Pacers,Darren Collison,9,http://www.espn.com/nba/player/_/id/3973,PG,31,182.88,79.19,UCLA,"10,000,000",12.4,5.3,2.6,18.86,12.7,4.9,2.6,632,29.5,4.7-9.9,0.472,0.9-2.2,0.393,2.4-2.8,0.855,4.9,0.2,1.1,2,12.7
Indiana Pacers,Tyreke Evans,9,http://www.espn.com/nba/player/_/id/3983,SG,29,198.12,99.55,Memphis,"12,400,000",19.4,5.2,5.1,21.16,16.5,5.1,4.8,525,32.1,6.2-13.9,0.445,0.8-2.5,0.318,3.3-4.3,0.759,5.1,0.4,1.3,2.6,16.5
Indiana Pacers,Aaron Holiday,0,http://www.espn.com/nba/player/_/id/3922230,PG,22,185.42,83.71,UCLA,"1,911,960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana Pacers,Alize Johnson,0,http://www.espn.com/nba/player/_/id/4067045,PF,22,205.74,95.93,Missouri State,"838,464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana Pacers,Cory Joseph,7,http://www.espn.com/nba/player/_/id/6446,PG,27,190.5,87.33,Texas,"7,945,000",7.9,3.2,3.2,10.99,7,2.6,2.4,446,20.8,2.7-6.1,0.45,0.4-1.2,0.329,1.1-1.5,0.765,2.6,0.2,0.7,1,7
Indiana Pacers,T.J. Leaf,1,http://www.espn.com/nba/player/_/id/4066425,PF,21,208.28,101.81,UCLA,"2,407,560",2.9,1.5,0.1,10.81,2.9,1.5,0.1,53,8.6,1.2-2.6,0.471,0.3-0.8,0.429,0.2-0.3,0.625,0.2,0.1,0.1,0.2,2.9
Indiana Pacers,Doug McDermott,4,http://www.espn.com/nba/player/_/id/2528588,SF,26,203.2,101.81,Creighton,"7,333,333",7.8,1,2.5,10.46,7.9,0.8,2.3,264,20.7,3.0-6.7,0.452,1.1-2.7,0.403,0.8-1.0,0.822,0.8,0.1,0.2,0.6,7.9
Indiana Pacers,Ben Moore,1,http://www.espn.com/nba/player/_/id/3057189,PF,23,203.2,99.55,SMU,Not signed,0,0.5,0,-2.26,0,0.5,0,2,4.5,0.0-0.0,0,0.0-0.0,0,0.0-0.0,0,0.5,0,0,0,0
Indiana Pacers,Kyle O'Quinn,6,http://www.espn.com/nba/player/_/id/6615,C,28,208.28,113.12,Norfolk State,Not signed,7.1,6.1,1.3,20.01,5.8,4.9,1,398,15.1,2.4-4.7,0.519,0.1-0.3,0.223,0.9-1.1,0.745,1.3,1,0.4,1,5.8
Indiana Pacers,Victor Oladipo,5,http://www.espn.com/nba/player/_/id/2527963,SG,26,193.04,95.02,Indiana,"21,000,000",23.1,4.3,5.2,23.12,17.4,3.8,4.5,366,33.4,6.4-14.4,0.445,1.5-4.2,0.353,3.1-3.8,0.8,3.8,0.5,1.7,2.6,17.4
Indiana Pacers,Domantas Sabonis,2,http://www.espn.com/nba/player/_/id/3155942,PF,22,210.82,108.6,Gonzaga,"2,659,800",11.6,7.7,0.4,17.57,8.6,5.5,0.4,155,22.2,3.4-7.4,0.466,0.4-1.3,0.327,1.4-1.9,0.729,1.5,0.4,0.5,1.4,8.6
Indiana Pacers,Edmond Sumner,1,http://www.espn.com/nba/player/_/id/3136485,PG,22,198.12,79.64,Xavier,Not signed,2,0,1,39.93,2,0,1,1,2,1.0-1.0,1,0.0-0.0,0,0.0-0.0,0,0,0,0,0,2
Indiana Pacers,Myles Turner,3,http://www.espn.com/nba/player/_/id/3133628,PF,22,210.82,113.12,Texas,"3,410,284",12.7,6.4,1.8,16.65,12.7,6.5,1.8,206,27.9,4.9-9.9,0.498,0.5-1.4,0.346,2.4-3.1,0.783,1.1,1.8,0.7,1.3,12.7
Indiana Pacers,CJ Wilcox,3,http://www.espn.com/nba/player/_/id/2488999,SG,27,195.58,88.24,Washington,Not signed,,,,,2,0.5,0.5,66,5.7,0.8-2.0,0.37,0.3-0.9,0.333,0.2-0.2,0.813,0.5,0.1,0.2,0.3,2
Indiana Pacers,Thaddeus Young,11,http://www.espn.com/nba/player/_/id/3244,PF,30,203.2,100,Georgia Tech,"13,964,045",11.8,6.3,0.4,14.83,13.4,5.9,0.4,820,30.7,5.8-11.6,0.499,0.4-1.3,0.326,1.4-2.1,0.675,1.6,0.4,1.5,1.4,13.4
Milwaukee Bucks,Giannis Antetokounmpo,5,http://www.espn.com/nba/player/_/id/3032977,PF,23,210.82,109.5,-,"24,157,303",26.9,10,1.4,27.37,17.2,7.5,1.3,393,32.7,6.3-12.4,0.506,0.4-1.5,0.284,4.2-5.6,0.746,3.8,1.3,1.2,2.4,17.2
Milwaukee Bucks,Eric Bledsoe,8,http://www.espn.com/nba/player/_/id/4238,PG,28,185.42,92.76,Kentucky,"15,000,000",17.7,5,3.8,19.79,13.8,4.7,3.8,492,27.7,4.8-10.8,0.45,1.0-2.9,0.337,3.1-3.9,0.799,4.7,0.5,1.5,2.7,13.8
Milwaukee Bucks,Malcolm Brogdon,2,http://www.espn.com/nba/player/_/id/2566769,PG,25,195.58,103.62,Virginia,"1,544,951",13,3.2,3.3,14.31,11.3,3.8,3,123,27.8,4.3-9.3,0.469,1.1-2.9,0.395,1.5-1.7,0.872,3.8,0.2,1,1.5,11.3
Milwaukee Bucks,Sterling Brown,1,http://www.espn.com/nba/player/_/id/3057187,SG,23,198.12,104.98,SMU,"1,378,242",4,0.5,2.6,9.13,4,0.5,2.6,54,14.4,1.5-3.8,0.4,0.6-1.7,0.352,0.4-0.4,0.875,0.5,0.2,0.6,0.5,4
Milwaukee Bucks,Pat Connaughton,3,http://www.espn.com/nba/player/_/id/2578239,SG,25,193.04,94.57,Notre Dame,"1,641,000",5.4,1.1,2,9.35,3.7,0.8,1.6,155,12.6,1.4-3.3,0.421,0.6-1.7,0.364,0.3-0.4,0.845,0.8,0.2,0.2,0.5,3.7
Milwaukee Bucks,Matthew Dellavedova,5,http://www.espn.com/nba/player/_/id/2489716,PG,28,193.04,90.5,Saint Mary's,"9,607,500",4.3,3.8,1.7,8.64,6,3.7,1.9,329,21.9,2.1-5.5,0.391,1.0-2.6,0.387,0.7-0.8,0.84,3.7,0,0.5,1.3,6
Milwaukee Bucks,Donte DiVincenzo,0,http://www.espn.com/nba/player/_/id/3934673,SG,21,193.04,91.86,Villanova,"2,481,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Bucks,Trevon Duval,0,http://www.espn.com/nba/player/_/id/4277842,PG,20,187.96,85.52,Duke,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Bucks,Tim Frazier,4,http://www.espn.com/nba/player/_/id/2488945,PG,27,182.88,77.83,Penn State,Not signed,3,3.3,1.9,11.32,5.2,4,2.3,186,18,1.9-4.7,0.402,0.4-1.3,0.313,1.0-1.4,0.724,4,0.1,0.8,1.3,5.2
Milwaukee Bucks,John Henson,6,http://www.espn.com/nba/player/_/id/6592,F,27,210.82,99.1,North Carolina,"11,327,466",8.8,1.5,6.8,15.78,7.9,1.1,5.5,391,20.4,3.4-6.2,0.541,0.0-0.0,0.077,1.2-2.0,0.572,1.1,1.5,0.5,1.1,7.9
Milwaukee Bucks,Ersan Ilyasova,10,http://www.espn.com/nba/player/_/id/2767,PF,31,208.28,106.33,-,"7,000,000",10.9,5.9,0.4,14.94,11,5.9,0.4,678,24.5,4.1-9.3,0.443,1.1-3.1,0.366,1.6-2.1,0.77,1.2,0.4,0.7,1,11
Milwaukee Bucks,Brook Lopez,10,http://www.espn.com/nba/player/_/id/3448,C,30,213.36,122.17,Stanford,"3,382,000",13,4,1.3,16.52,17.9,6.8,1.7,636,31.2,6.9-13.8,0.502,0.4-1.2,0.335,3.7-4.6,0.789,1.6,1.7,0.6,2,17.9
Milwaukee Bucks,Thon Maker,2,http://www.espn.com/nba/player/_/id/4017843,PF,21,215.9,100,-,"2,799,720",4.8,3,0.7,10.22,4.4,2.6,0.6,131,13.7,1.6-3.8,0.429,0.5-1.4,0.331,0.7-1.1,0.683,0.5,0.6,0.4,0.5,4.4
Milwaukee Bucks,Khris Middleton,6,http://www.espn.com/nba/player/_/id/6609,SF,27,203.2,100.45,Texas A&M,"13,000,000",20.1,4,5.2,17.45,15.1,3,4.1,378,31.8,5.5-12.2,0.454,1.5-3.9,0.391,2.5-2.9,0.877,3,0.2,1.4,1.8,15.1
Milwaukee Bucks,Jaylen Morris,1,http://www.espn.com/nba/player/_/id/3952343,SG,23,195.58,86.88,-,"1,378,242",4.7,1.2,2.7,6.57,4.7,1.2,2.7,6,16.3,2.2-5.3,0.406,0.3-1.7,0.2,0.0-0.0,0,1.2,0.2,0.3,1,4.7
Milwaukee Bucks,Tony Snell,5,http://www.espn.com/nba/player/_/id/2528353,SG,26,200.66,96.38,New Mexico,"10,607,143",6.9,1.3,1.9,8.49,6.3,1.1,2.4,368,22.6,2.3-5.5,0.42,1.2-3.1,0.38,0.5-0.6,0.809,1.1,0.2,0.5,0.6,6.3
Milwaukee Bucks,D.J. Wilson,1,http://www.espn.com/nba/player/_/id/3136491,PF,22,208.28,104.52,Michigan,"2,534,280",1,0.5,0,10.33,1,0.5,0,22,3.2,0.4-0.7,0.563,0.1-0.2,0.4,0.0-0.1,0.5,0.1,0,0.1,0.2,1
Milwaukee Bucks,Christian Wood,2,http://www.espn.com/nba/player/_/id/3058254,PF,23,208.28,96.83,UNLV,Not signed,,,,,3.2,2.2,0.4,30,8.4,1.1-2.5,0.447,0.1-0.5,0.25,0.8-1.2,0.667,0.2,0.4,0.3,0.3,3.2
Dallas Mavericks,Kostas Antetokounmpo,0,http://www.espn.com/nba/player/_/id/4066490,PF,20,208.28,90.5,Dayton,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas Mavericks,J.J. Barea,12,http://www.espn.com/nba/player/_/id/3055,PG,34,182.88,83.71,Northeastern,"3,710,850",11.6,6.3,2.9,17.84,8.9,3.9,2.1,764,19.7,3.4-8.0,0.424,1.0-2.8,0.354,1.1-1.4,0.798,3.9,0,0.4,1.5,8.9
Dallas Mavericks,Harrison Barnes,6,http://www.espn.com/nba/player/_/id/6578,SF,26,203.2,101.81,North Carolina,"24,107,258",18.9,2,6.1,15.89,13.1,1.5,4.9,463,30.4,5.0-11.0,0.451,1.0-2.8,0.367,2.1-2.7,0.789,1.5,0.2,0.7,1.2,13.1
Dallas Mavericks,Ryan Broekhoff,0,http://www.espn.com/nba/player/_/id/2489693,SG,28,200.66,97.29,-,"838,464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas Mavericks,Jalen Brunson,0,http://www.espn.com/nba/player/_/id/3934672,PG,22,190.5,85.97,Villanova,"1,230,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas Mavericks,Luka Doncic,0,http://www.espn.com/nba/player/_/id/3945274,PG,19,200.66,98.64,-,"6,560,640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas Mavericks,Dorian Finney-Smith,2,http://www.espn.com/nba/player/_/id/2578185,SF,25,203.2,99.55,Florida,"1,544,951",5.9,1.2,3.6,7.67,4.6,0.9,2.9,102,20.5,1.7-4.5,0.374,0.7-2.5,0.295,0.6-0.7,0.75,0.9,0.3,0.6,0.6,4.6
Dallas Mavericks,Devin Harris,14,http://www.espn.com/nba/player/_/id/2382,PG,35,190.5,83.71,Wisconsin,"1,512,601",8.4,2.1,1.8,13.08,11.1,4.1,2.2,917,25,3.7-8.4,0.434,0.8-2.6,0.327,2.9-3.7,0.798,4.1,0.2,1.1,1.8,11.1
Dallas Mavericks,DeAndre Jordan,10,http://www.espn.com/nba/player/_/id/3442,C,30,210.82,119.91,Texas A&M,"22,897,200",12,15.2,0.9,20.17,9.4,10.7,1.7,750,28.1,3.8-5.7,0.673,0.0-0.0,0.091,1.8-4.1,0.446,0.7,1.7,0.6,1.3,9.4
Dallas Mavericks,Maximilian Kleber,1,http://www.espn.com/nba/player/_/id/2960236,PF,26,210.82,108.6,-,"1,378,242",5.4,3.3,0.7,13.45,5.4,3.3,0.7,72,16.8,2.1-4.3,0.489,0.6-1.8,0.313,0.6-0.8,0.746,0.7,0.7,0.4,0.4,5.4
Dallas Mavericks,Daryl Macon,0,http://www.espn.com/nba/player/_/id/4066243,SG,22,190.5,83.71,Arkansas,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas Mavericks,Wesley Matthews,9,http://www.espn.com/nba/player/_/id/4032,SG,32,195.58,99.55,Marquette,"18,622,514",12.7,2.7,3.1,11.49,13.8,2.2,3.2,655,32.8,4.7-11.1,0.427,2.1-5.6,0.383,2.2-2.7,0.827,2.2,0.2,1.1,1.3,13.8
Dallas Mavericks,Salah Mejri,3,http://www.espn.com/nba/player/_/id/2968458,C,32,218.44,106.33,-,"1,512,601",3.5,4,1.1,17.81,3.3,4,1,168,12.1,1.3-2.1,0.639,0.0-0.0,0.143,0.6-1.0,0.584,0.4,1,0.4,0.6,3.3
Dallas Mavericks,Dirk Nowitzki,20,http://www.espn.com/nba/player/_/id/609,PF,40,213.36,110.86,-,"5,000,000",12,5.7,0.6,16.76,21.2,7.7,0.9,1471,34.4,7.5-15.9,0.472,1.3-3.4,0.383,4.9-5.6,0.879,2.5,0.9,0.8,1.7,21.2
Dallas Mavericks,Dwight Powell,4,http://www.espn.com/nba/player/_/id/2531367,PF,27,210.82,108.6,Stanford,"9,631,250",8.5,5.6,0.4,18.82,6.6,4.2,0.4,254,16.7,2.5-4.6,0.535,0.2-0.7,0.292,1.5-2.0,0.739,0.8,0.4,0.7,0.6,6.6
Dallas Mavericks,Dennis Smith Jr.,1,http://www.espn.com/nba/player/_/id/4065697,PG,20,190.5,88.24,North Carolina State,"3,819,960",15.2,5.2,3.8,12.89,15.2,5.2,3.8,69,29.7,5.9-14.8,0.395,1.5-4.9,0.313,1.9-2.8,0.694,5.2,0.3,1,2.8,15.2
Dallas Mavericks,Ray Spalding,0,http://www.espn.com/nba/player/_/id/3908806,PF,21,208.28,97.29,Louisville,"838,464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas Mavericks,Ding Yanyuhang,0,http://www.espn.com/nba/player/_/id/4039747,F,25,200.66,90.5,-,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houston Rockets,Carmelo Anthony,15,http://www.espn.com/nba/player/_/id/1975,PF,34,203.2,108.6,Syracuse,"1,512,601",16.2,5.8,0.6,12.78,24.1,6.5,0.5,1054,35.9,8.6-19.2,0.449,1.3-3.7,0.347,5.6-6.9,0.812,3,0.5,1,2.7,24.1
Houston Rockets,Tim Bond,0,http://www.espn.com/nba/player/_/id/3148983,G,-,198.12,76.92,Eastern Michigan,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houston Rockets,Bruno Caboclo,4,http://www.espn.com/nba/player/_/id/3113297,SF,23,205.74,98.64,-,Not signed,2.2,0.3,1.8,7.43,1.5,0.3,1,35,6.1,0.6-2.0,0.282,0.2-0.9,0.242,0.1-0.2,0.833,0.3,0.2,0.2,0.4,1.5
Houston Rockets,Clint Capela,4,http://www.espn.com/nba/player/_/id/3102529,C,24,208.28,108.6,-,"15,293,104",13.9,10.8,1.9,24.55,10.6,8.1,1.4,228,22.6,4.6-7.3,0.629,0.0-0.0,0,1.4-2.9,0.482,0.8,1.4,0.7,1.1,10.6
Houston Rockets,Michael Carter-Williams,5,http://www.espn.com/nba/player/_/id/2596108,PG,27,198.12,85.97,Syracuse,"1,512,601",4.6,2.2,2.7,10.84,11.5,4.9,4.7,287,27.5,4.3-10.7,0.402,0.5-1.9,0.25,2.4-3.4,0.707,4.9,0.6,1.4,2.7,11.5
Houston Rockets,Marquese Chriss,2,http://www.espn.com/nba/player/_/id/3907487,PF,21,208.28,108.6,Washington,"3,206,160",7.7,5.5,1,11.14,8.5,4.8,0.9,154,21.2,3.2-7.2,0.438,0.8-2.7,0.309,1.4-2.2,0.617,0.9,0.9,0.8,1.4,8.5
Houston Rockets,Gary Clark,0,http://www.espn.com/nba/player/_/id/3132042,PF,23,203.2,101.81,Cincinnati,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houston Rockets,Vincent Edwards,0,http://www.espn.com/nba/player/_/id/3136989,SF,22,203.2,101.81,Purdue,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houston Rockets,James Ennis III,4,http://www.espn.com/nba/player/_/id/2579321,SF,28,200.66,95.02,Long Beach State,"1,621,415",7.1,1,3.1,11.66,6.4,0.9,3.2,220,20.4,2.2-4.8,0.454,0.7-2.0,0.359,1.3-1.6,0.811,0.9,0.3,0.6,0.8,6.4
Houston Rockets,Eric Gordon,10,http://www.espn.com/nba/player/_/id/3431,SG,29,193.04,97.29,Indiana,"13,500,375",18,2.2,2.5,15.22,16.7,3.1,2.5,561,33.2,5.7-13.2,0.43,2.2-5.9,0.376,3.2-3.9,0.816,3.1,0.3,1,2.1,16.7
Houston Rockets,Gerald Green,11,http://www.espn.com/nba/player/_/id/2761,SG,32,200.66,92.76,-,"1,512,601",12.1,0.6,3.2,14.1,9.8,1,2.5,585,19.7,3.6-8.5,0.419,1.4-3.8,0.362,1.3-1.6,0.816,1,0.3,0.5,1.1,9.8
Houston Rockets,James Harden,9,http://www.espn.com/nba/player/_/id/3992,PG,29,195.58,99.55,Arizona State,"35,650,150",30.4,8.8,5.4,29.87,23,6.1,5.1,687,33.8,6.8-15.3,0.443,2.4-6.6,0.364,7.1-8.3,0.854,6.1,0.5,1.5,3.5,23
Houston Rockets,Isaiah Hartenstein,0,http://www.espn.com/nba/player/_/id/4222252,PF,20,213.36,112.67,-,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houston Rockets,Nene ,16,http://www.espn.com/nba/player/_/id/1713,C,36,210.82,113.12,-,"3,651,480",6.5,3.4,0.3,16.47,11.7,6.2,0.8,923,26.8,4.5-8.1,0.548,0.0-0.1,0.14,2.7-4.1,0.66,1.8,0.8,1.1,1.8,11.7
Houston Rockets,Brandon Knight,6,http://www.espn.com/nba/player/_/id/6448,PG,26,190.5,88.24,Kentucky,"14,631,250",,,,,15.2,4.3,3.3,382,31.3,5.5-13.2,0.415,1.6-4.6,0.357,2.6-3.3,0.812,4.3,0.2,0.9,2.7,15.2
Houston Rockets,Chris Paul,13,http://www.espn.com/nba/player/_/id/2779,PG,33,182.88,79.19,Wake Forest,"35,654,150",18.6,7.9,5.4,24.39,18.7,9.8,4.5,892,35.3,6.6-13.9,0.472,1.3-3.4,0.372,4.3-4.9,0.868,9.8,0.1,2.3,2.4,18.7
Houston Rockets,Zhou Qi,1,http://www.espn.com/nba/player/_/id/3892894,PF,22,215.9,95.02,-,"1,378,242",1.2,1.2,0.8,1.9,1.2,1.2,0.8,18,6.9,0.3-1.8,0.188,0.1-1.1,0.105,0.4-0.7,0.667,0.1,0.8,0.1,0.6,1.2
Houston Rockets,Angel Rodriguez,0,http://www.espn.com/nba/player/_/id/2578218,PG,25,180.34,81.9,Miami (FL),Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houston Rockets,Brandon Sampson,0,http://www.espn.com/nba/player/_/id/3907385,SG,21,195.58,83.26,LSU,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houston Rockets,PJ Tucker,7,http://www.espn.com/nba/player/_/id/3033,SF,33,198.12,110.86,Texas,"7,969,537",6.1,0.9,5.6,8.36,7.4,1.5,5.7,500,27.8,2.7-6.4,0.426,0.9-2.5,0.356,1.1-1.5,0.748,1.5,0.3,1.2,1,7.4
Memphis Grizzlies,Kyle Anderson,4,http://www.espn.com/nba/player/_/id/2993874,SF,25,205.74,104.07,UCLA,"8,641,000",7.9,2.7,5.4,15.91,4.9,1.7,3.6,257,17.9,1.9-4.0,0.478,0.2-0.6,0.338,0.9-1.2,0.733,1.7,0.5,0.9,0.8,4.9
Memphis Grizzlies,Dillon Brooks,1,http://www.espn.com/nba/player/_/id/3155526,SG,22,198.12,99.55,Oregon,"1,378,242",11,1.6,3.1,9.89,11,1.6,3.1,82,28.7,4.1-9.4,0.44,1.1-3.2,0.356,1.5-2.0,0.747,1.6,0.2,0.9,1.5,11
Memphis Grizzlies,MarShon Brooks,4,http://www.espn.com/nba/player/_/id/6428,SG,29,195.58,90.5,Providence,"1,656,092",20.1,3.6,3.1,26.4,8.2,1.5,2.2,171,17.9,3.1-7.0,0.447,0.5-1.5,0.359,1.4-1.8,0.757,1.5,0.2,0.6,1.3,8.2
Memphis Grizzlies,Jevon Carter,0,http://www.espn.com/nba/player/_/id/3133635,PG,23,187.96,88.69,West Virginia,"838,464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memphis Grizzlies,Omri Casspi,9,http://www.espn.com/nba/player/_/id/3554,SF,30,205.74,101.81,-,"1,512,601",5.7,1,3.8,15.56,8,1.2,4.1,552,20.7,3.0-6.6,0.451,0.9-2.3,0.369,1.2-1.8,0.678,1.2,0.2,0.6,1,8
Memphis Grizzlies,Mike Conley,11,http://www.espn.com/nba/player/_/id/3195,PG,31,185.42,79.19,Ohio State,"30,521,115",17.1,4.1,2.3,15.48,14.3,5.7,2.9,718,32.5,5.1-11.7,0.441,1.3-3.4,0.377,2.7-3.3,0.814,5.7,0.2,1.5,2,14.3
Memphis Grizzlies,Markel Crawford,0,http://www.espn.com/nba/player/_/id/3057180,G,23,193.04,95.02,Ole Miss,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memphis Grizzlies,Marc Gasol,10,http://www.espn.com/nba/player/_/id/3206,C,33,215.9,115.38,-,"24,119,025",17.2,8.1,1.4,17.42,15.2,7.7,1.5,716,33.7,5.6-11.6,0.487,0.3-0.9,0.344,3.6-4.6,0.779,3.3,1.5,0.9,2.1,15.2
Memphis Grizzlies,Brandon Goodwin,0,http://www.espn.com/nba/player/_/id/3057198,PG,23,187.96,81.45,Florida Gulf Coast,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memphis Grizzlies,JaMychal Green,4,http://www.espn.com/nba/player/_/id/2327577,PF,28,205.74,102.71,Alabama,"7,666,667",10.3,8.4,0.5,14,8.1,6.1,0.4,234,22.4,3.1-6.5,0.477,0.5-1.4,0.351,1.4-1.8,0.765,1,0.4,0.6,1.1,8.1
Memphis Grizzlies,Andrew Harrison,2,http://www.espn.com/nba/player/_/id/3064511,SG,23,198.12,96.38,Kentucky,"1,544,951",9.5,3.2,2.3,12.72,7.5,2.9,2.1,128,21.9,2.3-6.2,0.378,0.7-2.3,0.302,2.1-2.8,0.771,2.9,0.4,0.7,1.3,7.5
